,Property.Name.,Property.Type.,Built.Year.,Model.,Address.,District.,Bedrooms.,Bedrooms.Additional,Area.Land,Area.Builtup,Floor.Description,Floor.,Asking.,PSF_land.,PSF.,PostalCode,Developer.,Bathrooms.,Tenure.,No..of.Units.,Facilities,Trains..MRT...LRT.,Bus.Stops,Primary.Schools,Secondary.Schools,Shopping.Malls,Furnish.,Integrated.Schools,HDB.Town.,lon,lat,is_HDB
1121,My Manhattan,Condominium,2014,Condominium,35 Simei Street 3 (529904), D18 - Pasir Ris / Tampines ,3,NA,NA,1151,NA,NA,1649999,NA,1434,529904,Cel-Simei Pte Ltd,3,LEASEHOLD/99 years,301,"Lustrous Archway, Children Playground, Aqua Beds, Drop-off, Aqua Deck, 50M Lap Pool, Flow Of Ave, Tennis Court, Function Room, Gym, Children Splash Pool, Reflective Pool, Chaise Lounges, Arch Of Ave, Outdoor Function Room, Bbq Pavilions, Vertical Gardens, Covered Walkway, Aqua Seats, Outdoor Living Room, Viewing Deck, Entrance Plaza, The Montare, Park/greenery View, Original Condition, Air Conditioning, Bathtub, Intercom, Cooker Hob/hood, Air Conditioning, Water Heater, Balcony","SIMEI MRT 2 mins  EW3 160m, UPPER CHANGI MRT 10 mins  DT34 860m, EXPO MRT 14 mins  CG1DT35 1.18 km","Opp Simei Stn 1 min  203859NR7 50m, Simei Stn 1 min  4N385920 60m, Modena Condo/Opp Blk 228 2 mins  3820 200m","Changkat Primary 250m, Angsana Primary 780m, Chongzheng Primary 1.02 km","Changkat Changi Secondary 190m, Tampines Secondary 1.35 km, Ngee Ann Secondary 1.45 km","CHANGI CITY POINT 1.34 km, BEDOK SHOPPING COMPLEX 1.34 km, EAST VILLAGE 1.39 km",Partially Furnished,NA,NA,103.9537189,1.3424476,No
1122,My Manhattan,Condominium,2014,Condominium,29 Simei Street 3 (529901), D18 - Pasir Ris / Tampines ,2,1,NA,1302,NA,NA,2199999,NA,1690,529901,Cel-Simei Pte Ltd,3,LEASEHOLD/99 years,301,"Aqua Deck, Aqua Beds, The Montare, Children Playground, 50M Lap Pool, Outdoor Living Room, Reflective Pool, Tennis Court, Flow Of Ave, Bbq Pavilions, Gym, Children Splash Pool, Covered Walkway, Drop-off, Outdoor Function Room, Lustrous Archway, Viewing Deck, Entrance Plaza, Function Room, Arch Of Ave, Aqua Seats, Chaise Lounges, Vertical Gardens, Swimming Pool View, Original Condition, Air Conditioning, Cooker Hob/hood, Air Conditioning, Water Heater, Balcony","SIMEI MRT 2 mins  EW3 160m, UPPER CHANGI MRT 10 mins  DT34 860m, EXPO MRT 14 mins  CG1DT35 1.18 km","Opp Simei Stn 1 min  203859NR7 50m, Simei Stn 1 min  4N385920 60m, Modena Condo/Opp Blk 228 2 mins  3820 200m","Changkat Primary 250m, Angsana Primary 780m, Chongzheng Primary 1.02 km","Changkat Changi Secondary 190m, Tampines Secondary 1.35 km, Ngee Ann Secondary 1.45 km","CHANGI CITY POINT 1.34 km, BEDOK SHOPPING COMPLEX 1.34 km, EAST VILLAGE 1.39 km",Fully Furnished,NA,NA,103.9536442,1.3415084,No
1123,Park Natura,Condominium,NA,Condominium,35 Bukit Batok East Avenue 6 (659765), D23 - Dairy Farm / Bukit Panjang / Choa Chu Kang ,4,NA,NA,1744,NA,NA,2060000,NA,1181,659765,Uic Supplies Pte Ltd,NA,FREEHOLD,192,"Gymnasium, Tennis Court, Wadpool, Securities, Jacuzzi, Swimming Pool, Fitness Area, Club House, Landscaped Garden, Swimming Pool View, Corner Unit, Air Conditioning, Air Conditioning, Air-conditioning, Flooring For Living/dining, Kitchen, Flooring For Bedroom, Wardrobe, Balcony","BEAUTY WORLD MRT DUE 2016 15 mins  DT5 1.26 km, HILLVIEW MRT DUE 2016 21 mins  DT3 1.71 km, BUKIT BATOK MRT 22 mins  NS2 1.81 km","Opp Autobacs 1 min  1571741788529709853N616666B 110m, Bef Bt Batok East Ave 6 2 mins  9709853N6666B61157174 160m, Autobacs 2 mins  9709858526666B61174178157 200m","Keming Primary 1.02 km, Bukit Timah Primary 1.02 km, Bukit View Primary 1.37 km","Yusof Ishak Secondary 780m, Bukit View Secondary 1.48 km, Hillgrove Secondary 1.56 km","BUKIT TIMAH SHOPPING CENTRE 1.2 km, BEAUTY WORLD PLAZA 1.3 km, THE RAIL MALL 1.47 km",NA,NA,NA,103.765807,1.346328,No
1124,Choa Chu Kang Crescent,HDB 5 Rooms,2002,Improved,683A Choa Chu Kang Crescent (681683),NA,3,NA,NA,1184.029,HIGH,NA,420000,NA,355,681683,NA,2,LEASEHOLD/99 years,NA,"Corner Unit, Park/greenery View, Air Conditioning, Water Heater",YEW TEE MRT 9 mins  NS5 720m,"Blk 681 1 min  3N979302302A 120m, Opp Blk 670 3 mins  302302A9793N 250m","Unity Primary 180m, Yew Tee Primary 1.0 km, De La Salle 1.0 km","Unity Secondary 470m, Regent Secondary 1.33 km, Kranji Secondary 1.6 km","Yew Tee Shopping Centre 660m, YEW TEE SQUARE 670m, YEW TEE POINT 760m",NA,NA, Choa Chu Kang ,103.745566,1.403918,Yes
1125,Artra,Apartment,NA,Apartment,10 Alexandra View (158745), D3 - Alexandra / Commonwealth ,2,1,NA,786,HIGH,NA,1523000,NA,1938,158745,NA,2,LEASEHOLD/99 years,NA,"Renovated, Swimming Pool View, City View, Sea View, Air Conditioning, Jacuzzi, Cooker Hob/hood, Water Heater, Intercom, Balcony, Walk-in-wardrobe","REDHILL MRT 1 min  EW18 50m, TIONG BAHRU MRT 16 mins  EW17 1.28 km, QUEENSTOWN MRT 16 mins  EW19 1.28 km","Redhill Stn 1 min  14512013264323333A 70m, Opp Redhill Stn 1 min  323364120132145NR5 100m, Opp Tanglin View 2 mins  97012213918651 160m","Gan Eng Seng Primary 520m, Alexandra Primary 830m, Queenstown Primary 1.16 km","Crescent Girls' 370m, Queenstown Secondary 530m, Bukit Merah Secondary 620m","DAWSON PLACE 680m, VALLEY POINT SHOPPING CENTRE 1.2 km, Valley Point 1.2 km",Partially Furnished,NA,NA,103.8166799,1.2900845,No
1126,Artra,Apartment,NA,Apartment,10 Alexandra View (158745), D3 - Alexandra / Commonwealth ,3,NA,NA,1044,MID,NA,1738888,NA,1666,158745,NA,2,LEASEHOLD/99 years,NA,"City View, Renovated, Sea View, Air Conditioning, Jacuzzi, Cooker Hob/hood, Intercom, Water Heater, Balcony","REDHILL MRT 1 min  EW18 50m, TIONG BAHRU MRT 16 mins  EW17 1.28 km, QUEENSTOWN MRT 16 mins  EW19 1.28 km","Redhill Stn 1 min  14512013264323333A 70m, Opp Redhill Stn 1 min  323364120132145NR5 100m, Opp Tanglin View 2 mins  97012213918651 160m","Gan Eng Seng Primary 520m, Alexandra Primary 830m, Queenstown Primary 1.16 km","Crescent Girls' 370m, Queenstown Secondary 530m, Bukit Merah Secondary 620m","DAWSON PLACE 680m, VALLEY POINT SHOPPING CENTRE 1.2 km, Valley Point 1.2 km",Partially Furnished,NA,NA,103.8166799,1.2900845,No
1127,1919,Apartment,2015,Apartment,110 Sophia Road (228175), D9 - Orchard / River Valley ,2,NA,NA,1001,GROUND,1,1980000,NA,1978,228175,Aurum Land Pte Ltd,1,FREEHOLD,75,"Courtyard, Lap Pool, Outdoor Dining Pavilion, Gym, Corner Unit, Colonial Building, Renovated, Air Conditioning, Intercom, Water Heater, Cooker Hob/hood, Terrace, Outdoor Patio, Balcony","DHOBY GHAUT MRT 5 mins  CC1NS24NE6 430m, LITTLE INDIA MRT 6 mins  DT12NE7 530m, BENCOOLEN MRT 7 mins  DT21 580m",NA,"St. Margaret's Primary 130m, Anglo-chinese School (junior) 890m, Stamford Primary 1.14 km","School Of The Arts, Singapore 420m","Plaza Singapura 280m, PARKLANE SHOPPING MALL 370m, Paradiz 400m",NA,"School Of The Arts, Singapore 420m",NA,103.8467747,1.302632,No
1128,Kismis Residences,Terrace,2018,Inter Terrace,Upper Toh Tuck Terrace, D21 - Clementi Park / Upper Bukit Timah ,5,NA,1657,5231,NA,NA,4100000,2474,784,NA,Newfort Alliance (Kismis) Pte. Ltd.,5,FREEHOLD,31,"Air Conditioning, Park/greenery View, City View, Renovated, Jacuzzi, Bathtub, Cooker Hob/hood, Air Conditioning, Water Heater, Private Lift, Outdoor Patio, Bombshelter, Balcony, Maidsroom, Walk-in-wardrobe, Roof Terrace, Garage","BEAUTY WORLD MRT DUE 2016 11 mins  DT5 950m, KING ALBERT PARK MRT DUE 2016 21 mins  DT6 1.7 km","Hse No. 45 1 min  173 140m, Aft Eng Kong Pl 2 mins  173 180m, Bef Eng Kong Pl 2 mins  173 190m","Bukit Timah Primary 180m, Pei Hwa Presbyterian Primary 840m, Methodist Girls' School (primary) 1.65 km","Yusof Ishak Secondary 1.14 km, Methodist Girls' School (secondary) 1.65 km","BEAUTY WORLD PLAZA 1.01 km, BUKIT TIMAH SHOPPING CENTRE 1.07 km, BUKIT TIMAH PLAZA 1.12 km",Partially Furnished,"Methodist Girls' School (secondary) 1.65 km, Methodist Girls' School (primary) 1.65 km",NA,103.7690193,1.336557,No
1129,Signature At Yishun,Condominium,2018,Executive Condominium,33 Yishun Street 51 (767991), D27 - Sembawang / Yishun ,3,NA,NA,1098,NA,NA,799500,NA,728,767991,Gee-I Investments Pte. Ltd.,2,LEASEHOLD/99 years,525,"Corner Unit, Renovated, Cooker Hob/hood, Air Conditioning, Water Heater, Intercom, Balcony, Maidsroom","KHATIB MRT 16 mins  NS14 1.34 km, YISHUN MRT 22 mins  NS13 1.78 km","Opp The Shaughnessy 1 min  117805 110m, The Shaughnessy 2 mins  117 160m, Opp Orchid Country Club 2 mins  117805 180m","Northland Primary 640m, Naval Base Primary 690m, Huamin Primary 1.12 km","Northbrooks Secondary 460m, Orchid Park Secondary 820m, Chung Cheng High School (yishun) 880m","WISTERIA MALL 440m, Northpoint 1.75 km, NORTHPOINT SHOPPING CENTRE 1.75 km",Partially Furnished,NA,NA,103.8451706,1.4184475,No
1130,Limau Villas,Terrace,1998,Inter Terrace,Limau Rise, D16 - Bedok / Upper East Coast ,5,NA,1614,2519,NA,NA,1980000,1226,786,NA,Limau Heights Developments Pte Ltd,4,LEASEHOLD/99 years,56,"Renovated, Air Conditioning, Cooker Hob/hood, Water Heater, Private Garden, Garage","TANAH MERAH MRT 6 mins  EW4 490m, BEDOK SOUTH MRT DUE 2024 10 mins  TE30 820m, EASTWOOD LODGE 12 mins  DT37TE31 960m",NA,"Temasek Primary 870m, Haig Girls' 1.16 km, Bedok Green Primary 1.31 km","Bedok South Secondary 170m, Bedok View Secondary 640m, Temasek Secondary 1.01 km","BEDOK SHOPPING COMPLEX 750m, EAST VILLAGE 890m, CHANGI CITY POINT 1.83 km",NA,Temasek Junior College 1.69 km,NA,103.9495736,1.3240829,No
1131,Rivervale Street,HDB Executive,1998,Apartment,135 Rivervale Street (540135),NA,4,NA,NA,1506.946,LOW,NA,588000,NA,390,540135,NA,2,LEASEHOLD/99 years,NA,"Corner Unit, Renovated, Park/greenery View, Air Conditioning, Cooker Hob/hood, Water Heater, Balcony"," 1 min   50m, BAKAU LRT 2 mins  SE3 170m, RUMBIA LRT 4 mins  SE2 340m","Blk 122F 1 min  8513686119 60m, Blk 137 1 min  119136NR650 140m, Opp Blk 121 1 min  8586119136NR6 140m","North Spring Primary 230m, Seng Kang Primary 600m, Rivervale Primary 610m","Chij St. Joseph's Convent 490m, Seng Kang Secondary 760m, North Vista Secondary 1.01 km","Rivervale Plaza 450m, Rivervale Mall 460m, PUNGGOL PLAZA 1.11 km",NA,NA, Sengkang ,103.9050192,1.3883236,Yes
1132,Loyang Villas,Terrace,1996,Corner Terrace,Loyang View, D17 - Changi Airport / Changi Village ,5,NA,2867,2562,NA,NA,1750000,610,683,NA,First Loyang Land Pteltd,NA,LEASEHOLD/99 years,423,"Corner Unit, Renovated, Air Conditioning, Hairdryer, Water Heater, Cooker Hob/hood, Maidsroom, Private Garden, Outdoor Patio",TAMPINES EAST MRT 20 mins  DT33 1.66 km,"Bef Loyang Ave 1 min  5 100m, Bef Old Tampines Rd 1 min  5 100m, Opp Blk 275 1 min  59199NR7 140m","White Sands Primary 660m, Pasir Ris Primary 960m, Casuarina Primary 1.39 km","Greenview Secondary 690m, Loyang Secondary 1.11 km, East Spring Secondary 1.15 km",LOYANG POINT 310m,NA,NA,NA,103.957395,1.3664613,No
1133,Hedges Park Condominium,Condominium,2015,Condominium,71 Flora Drive (506881), D17 - Changi Airport / Changi Village ,2,NA,NA,764,NA,NA,8.00E+05,NA,1047,506881,Tripartite Developers Pte Ltd,NA,LEASEHOLD/99 years,501,"Gymnasium, Club House, Wadpool, Tennis Court, Barbecue Area, Swimming Pool, Renovated, Park/greenery View, Corner Unit, Cooker Hob/hood, Air Conditioning, Intercom, Water Heater, Flooring For Living/dining, Wardrobe, Kitchen, Air-conditioning, Flooring For Bedroom, Bombshelter, Balcony","TAMPINES EAST MRT 16 mins  DT33 1.34 km, UPPER CHANGI MRT 20 mins  DT34 1.6 km, SIMEI MRT 24 mins  EW3 1.98 km","The Japanese Sch 2 mins  3725 220m, Aft Jln Bena 3 mins  25 240m","East Spring Primary 600m, White Sands Primary 1.3 km, Chongzheng Primary 1.77 km","East Spring Secondary 650m, Ngee Ann Secondary 1.08 km, Dunman Secondary 1.28 km",LOYANG POINT 1.26 km,NA,NA,NA,103.966022,1.3556827,No
1134,Waterfront Waves,Condominium,2011,Condominium,766 Bedok Reservoir Road (479248), D16 - Bedok / Upper East Coast ,2,NA,NA,980,NA,NA,1150000,NA,1173,479248,Fcl Peak Pte Ltd,NA,LEASEHOLD/99 years,405,"Club House, Barbecue Area, Tennis Court, Swimming Pool, Gymnasium, Corner Unit, Park/greenery View, Renovated, Air Conditioning, Cooker Hob/hood, Intercom, Hairdryer, Water Heater, Flooring For Living/dining, Flooring For Bedroom, Wardrobe, Kitchen, Air-conditioning, Balcony, Bombshelter","BEDOK RESERVOIR MRT 3 mins  DT30 310m, TAMPINES WEST MRT 16 mins  DT31 1.35 km, BEDOK NORTH MRT 17 mins  DT29 1.37 km","Aft Waterfront Waves 2 mins  CT185062285952122656666A 160m, Opp Waterfront Waves 2 mins  65665921225228CT182N506 180m, Waterfront Key 2 mins  228CT185065952122656666A 180m","Yu Neng Primary 460m, Red Swastika 670m, Fengshan Primary 800m","Damai Secondary 300m, Bedok Green Secondary 660m, Springfield Secondary 1.37 km","BEDOK MALL 1.39 km, BEDOK POINT 1.41 km, EAST VILLAGE 1.92 km",NA,NA,NA,103.929782,1.33725,No
1135,Hillion Residences,Apartment,2017,Apartment,12 Jelebu Road (677673), D23 - Dairy Farm / Bukit Panjang / Choa Chu Kang ,5,NA,NA,2616,NA,NA,2864000,NA,1095,677673,Sim Lian Jv (Bp) Pte Ltd,NA,LEASEHOLD/99 years,546,"Garden Lounge, Recreational Tennis Court, Function Rooms, Gymnasium, Pool Deck, Wading Pool, Spa Pool, Cascading Pool, Reading Room, Children's Playground, Fitness Stations, Bbq Area And Gourmet Dining, Jogging Track, Lounge Pool, Lap Pool, Aqua Gym, Park/greenery View, Swimming Pool View, Corner Unit, Water Heater, Intercom, Air Conditioning, Balcony, Roof Terrace, Maidsroom, Terrace"," 1 min   130m, BUKIT PANJANG LRT 1 min  BP6DT1 130m, PETIR LRT 3 mins  BP7 300m","Opp Blk 180 1 min  176971E975975A 50m, Blk 180 1 min  971E975176 70m, Opp Bt Panjang Plaza 1 min  75960963963E963R920922970979979M983171 110m","Zhenghua Primary 600m, West View Primary 680m, Bukit Panjang Primary 830m","Assumption Pathway 1.03 km, Zhenghua Secondary 1.07 km, Teck Whye Secondary 1.08 km","HILLION MALL 130m, Bukit Panjang Plaza 150m, JUNCTION 10 490m",NA,NA,NA,103.7641767,1.3785935,No
1136,Sky Habitat,Condominium,NA,Condominium,7 Bishan Street 15 (573908), D20 - Ang Mo Kio / Bishan / Thomson ,3,NA,NA,1647,GROUND,1,2090700,NA,1269,573908,Bishan Residential  Developments Pte Ltd,2,LEASEHOLD/99 years,509,"Reflection Gardens, Children's Pool, Bbq / Party Dawn, Leisure Pool, Guard House, Lily Ponds, Pool Island, 50M Lap Pool, Tennis Court, Entry Court, Bbq / Social Areas, Tennis Viewing Garden, Water Wall, Corner Unit, Air Conditioning, Air Conditioning, Water Heater","BISHAN MRT 5 mins  CC15NS17 460m, LORONG CHUAN MRT STATION 17 mins  CC14 1.41 km, MARYMOUNT MRT 17 mins  CC16 1.42 km","Opp Bishan Stadium 1 min  53410W 30m, Bishan Stadium 1 min  410G53 110m","Kuo Chuan Presbyterian Primary 490m, Catholic High 800m, Guangyang Primary 810m","St. Joseph's Institution 190m, Kuo Chuan Presbyterian Secondary 440m, Catholic High 800m","JUNCTION 8 SHOPPING CENTRE 380m, Junction 8 410m, BISHAN NORTH SHOPPING MALL 1.0 km",NA,"St. Joseph's Institution 190m, Catholic High School 800m, Raffles Institution 1.0 km",NA,103.8507771,1.3519867,No
1137,Seletar Springs Condominium,Condominium,2000,Condominium,106 Gerald Drive (798595), D28 - Seletar / Yio Chu Kang ,2,NA,NA,1012,NA,NA,850000,NA,840,798595,Mcl Land (Seletar Spring) Pte Ltd,NA,LEASEHOLD/99 years,340,"Club House, Multi Purpose Hall, Play Ground, Swimming Pool, Tennis Court, Fitness Area, Gymnasium, Wadpool, Jacuzzi, Securities, Barbecue Area, Car Park, Swimming Pool View, Renovated, Park/greenery View, Corner Unit, Intercom, Cooker Hob/hood, Air Conditioning, Water Heater, Kitchen, Flooring For Living/dining, Flooring For Bedroom, Air-conditioning, Wardrobe, Balcony, Walk-in-wardrobe, Maidsroom"," 6 mins   500m, LAYAR LRT 6 mins  SW6 520m,  7 mins   580m",NA,"Fernvale Primary 640m, Sengkang Green Primary 740m, Anchor Green Primary 950m","Pei Hwa Secondary 320m, Hougang Secondary 1.17 km, Nan Chiau High 1.23 km","THE SELETAR MALL 560m, GREENWICH V 1.1 km, HOUGANG 1 1.33 km",NA,NA,NA,103.87934,1.387613,No
1138,Senja Road,HDB 4 Rooms,2004,Model A,631 Senja Road (670631),NA,3,NA,NA,1001.0427,NA,NA,438000,NA,438,670631,NA,NA,LEASEHOLD/99 years,NA,"Renovated, Park/greenery View, Corner Unit, Water Heater, Cooker Hob/hood, Air Conditioning, Bombshelter","JELAPANG LRT 5 mins  BP12 460m, SENJA LRT 6 mins  BP13 480m,  6 mins   480m","Opp West Spring Sec Sch 1 min  920972 70m, West Spring Sec Sch 1 min  972972A920 80m, BEF BLK 629A MSCP 2 mins  972920 160m","West View Primary 320m, West Spring Primary 730m, Teck Whye Primary 830m","West Spring Secondary 150m, Zhenghua Secondary 590m, Teck Whye Secondary 670m","JUNCTION 10 650m, GREENRIDGE SHOPPING CENTRE 680m, Bukit Panjang Plaza 860m",NA,NA, Bukit Panjang ,103.7603257,1.3865839,Yes
1139,Stirling Road,HDB 3 Rooms,NA,Improved,171 Stirling Road (140171),NA,2,NA,NA,753.473,MID,NA,388000,NA,515,140171,NA,1,LEASEHOLD/99 years,NA,"Renovated, Corner Unit, Park/greenery View, Air Conditioning, Water Heater, Cooker Hob/hood, Walk-in-wardrobe","QUEENSTOWN MRT 6 mins  EW19 500m, REDHILL MRT 17 mins  EW18 1.43 km, COMMONWEALTH MRT 18 mins  EW20 1.45 km","Tiong Ghee Tp 1 min  64 70m, Blk 166 2 mins  64 160m, Blk 166 2 mins  855961961C19619851646114715393100123 210m","Queenstown Primary 740m, New Town Primary 1.08 km, Gan Eng Seng Primary 1.42 km","Queensway Secondary 1.07 km, Queenstown Secondary 1.09 km, Bukit Merah Secondary 1.16 km","Anchorpoint 270m, ANCHORPOINT SHOPPING CENTRE 270m, QUEENSWAY SHOPPING CENTRE 350m",Partially Furnished,NA, Queenstown ,103.8038534,1.2906819,Yes
1140,The Greenwich,Condominium,2014,Condominium,11 Seletar Road (807016), D28 - Seletar / Yio Chu Kang ,2,NA,NA,904,NA,NA,1.00E+06,NA,1106,807016,Far East Square Pte. Ltd.,2,LEASEHOLD/99 years,319,NA," 11 mins   910m, FERNVALE LRT 11 mins  SW5 910m,  15 mins   1.27 km","Aft Jln Redop 1 min  507070M103854 120m, Aft Jln Kayu 2 mins  8547070M50103 160m","Fernvale Primary 580m, Sengkang Green Primary 890m, Hougang Primary 1.57 km","Pei Hwa Secondary 1.02 km, Hougang Secondary 1.72 km","GREENWICH V 120m, THE SELETAR MALL 860m, HOUGANG 1 1.61 km",Partially Furnished,NA,NA,103.8687562,1.3870673,No
1141,La Fiesta,Condominium,2016,Condominium,72 Sengkang Square (544706), D19 - Hougang / Punggol / Sengkang ,2,NA,NA,732,HIGH,NA,990000,NA,1352,544706,El Developments (Sengkang) Pte Ltd,2,LEASEHOLD/99 years,810,"Aqua Gym, Outdoor Fitness, Fun Pool, Pizzeria, Tennis Court, Clubhouse, Children's Playground, Social Pool, Gym, 50M Lap Pool, Dining Pavilions, Bbq, Teppanyaki, Swimming Pool View, Corner Unit, Air Conditioning, Intercom, Cooker Hob/hood, Air Conditioning, Water Heater, Hairdryer, Balcony, Walk-in-wardrobe","SENGKANG MRT 2 mins  NE16STC 200m,  2 mins   200m, RENJONG LRT 7 mins  SW8 580m","Opp Blk 204 CP 1 min  372NR610285 130m, Blk 204 CP 2 mins  37210285 160m, Opp Blk 223D 2 mins  86878989e1022780 220m","Seng Kang Primary 510m, Nan Chiau Primary 530m, Compassvale Primary 590m","Seng Kang Secondary 510m, Nan Chiau High 560m, Chij St. Joseph's Convent 840m","Compass Point 250m, COMPASS ONE 250m, Rivervale Plaza 890m",Fully Furnished,NA,NA,103.8954968,1.3896294,No
1142,La Fiesta,Condominium,2016,Condominium,72 Sengkang Square (544706), D19 - Hougang / Punggol / Sengkang ,2,NA,NA,947,NA,NA,1200000,NA,1267,544706,El Developments (Sengkang) Pte Ltd,1,LEASEHOLD/99 years,810,"Fun Pool, Gym, Tennis Court, Pizzeria, Teppanyaki, Outdoor Fitness, 50M Lap Pool, Aqua Gym, Social Pool, Bbq, Clubhouse, Dining Pavilions, Children's Playground, Air Conditioning, Cooker Hob/hood, Intercom, Water Heater, Walk-in-wardrobe","SENGKANG MRT 2 mins  NE16STC 200m,  2 mins   200m, RENJONG LRT 7 mins  SW8 580m","Opp Blk 204 CP 1 min  372NR610285 130m, Blk 204 CP 2 mins  37210285 160m, Opp Blk 223D 2 mins  86878989e1022780 220m","Seng Kang Primary 510m, Nan Chiau Primary 530m, Compassvale Primary 590m","Seng Kang Secondary 510m, Nan Chiau High 560m, Chij St. Joseph's Convent 840m","Compass Point 250m, COMPASS ONE 250m, Rivervale Plaza 890m",Partially Furnished,NA,NA,103.8954968,1.3896294,No
1143,Signature At Yishun,Condominium,2017,Condominium,27 Yishun Street 51 (768088), D27 - Sembawang / Yishun ,3,NA,NA,1098,HIGH,NA,799000,NA,728,768088,Gee-I Investments Pte. Ltd.,2,LEASEHOLD/99 years,525,"Corner Unit, Park/greenery View, Renovated, Swimming Pool View, Air Conditioning, Hairdryer, Intercom, Water Heater, Cooker Hob/hood, Balcony, Bombshelter, Maidsroom","KHATIB MRT 16 mins  NS14 1.34 km, YISHUN MRT 22 mins  NS13 1.78 km","Opp The Shaughnessy 1 min  117805 110m, The Shaughnessy 2 mins  117 160m, Opp Orchid Country Club 2 mins  117805 180m","Northland Primary 640m, Naval Base Primary 690m, Huamin Primary 1.12 km","Northbrooks Secondary 460m, Orchid Park Secondary 820m, Chung Cheng High School (yishun) 880m","WISTERIA MALL 440m, Northpoint 1.75 km, NORTHPOINT SHOPPING CENTRE 1.75 km",Partially Furnished,NA,NA,103.8451706,1.4184475,No
1144,The Navian,Apartment,NA,Low Rise,178 Jalan Eunos (419530), D14 - Eunos / Geylang / Paya Lebar ,2,1,NA,667,HIGH,NA,1011000,NA,1516,419530,Rh Eunos Pte Ltd,2,FREEHOLD,48,"Corner Unit, Renovated, Park/greenery View, Air Conditioning, Hairdryer, Water Heater, Cooker Hob/hood, Bombshelter","UBI MRT 10 mins  DT27 810m, KAKI BUKIT MRT 10 mins  DT28 840m, EUNOS MRT 12 mins  EW7 960m","Blk 322 1 min  854CT18NR75062N4551563M55596061631521259394 90m, Eunos Mans 1 min  6363M51515A21255559606145519394CT18506854854E 140m","Eunos Primary 430m, Maha Bodhi 530m, Telok Kurau Primary 670m","Manjusri Secondary 510m, Bedok North Secondary 850m, Ping Yi Secondary 1.62 km","JOO CHIAT COMPLEX 1.59 km, SINGAPORE POST CENTRE 1.62 km, PAYA LEBAR SQUARE 1.82 km",Partially Furnished,NA,NA,103.906094,1.32781,No
1145,Belgravia Villas,Terrace,2017,Inter Terrace,Belgravia Drive, D28 - Seletar / Yio Chu Kang ,5,NA,3584,NA,NA,NA,3074000,857,NA,NA,Fairview Developments Pte Ltd,4,FREEHOLD,118,"Swimming Pools/lap Pools, Clubhouse, Guard House, Children's Playground, Park/greenery View, Swimming Pool View, Renovated, Bathtub, Air Conditioning, Hairdryer, Water Heater, Intercom, Private Lift, Cooker Hob/hood, Balcony, Maidsroom, Roof Terrace, Bombshelter, Outdoor Patio, Terrace, Private Garden, Garage"," 22 mins   1.82 km, FERNVALE LRT 22 mins  SW5 1.82 km",Opp Techplace 2 2 mins  881597250 160m,"Da Qiao Primary 1.14 km, Rosyth 1.35 km, Fernvale Primary 1.49 km","Serangoon Garden Secondary 1.27 km, Anderson Secondary 1.64 km, Bowen Secondary 1.71 km","GREENWICH V 970m, MYVILLAGE AT SERANGOON GARDEN 1.65 km, HOUGANG 1 1.66 km",Partially Furnished,NA,NA,-75.3386335,41.1605271,No
1146,Northwave,Condominium,NA,Executive Condominium,107 Woodlands View (737711), D25 - Admiralty / Woodlands ,3,NA,NA,990,HIGH,NA,753000,NA,761,737711,Hao Yuan (Woodlands) Pte Ltd,2,LEASEHOLD/99 years,358,"Renovated, Park/greenery View, Corner Unit, Swimming Pool View, Intercom, Cooker Hob/hood, Air Conditioning, Water Heater, Hairdryer, Balcony, Bombshelter","ADMIRALTY MRT 14 mins  NS10 1.12 km, SEMBAWANG MRT 15 mins  NS11 1.22 km","Opp 3M Bldg 1 min  965969 150m, 3M Bldg 2 mins  965965A969NR2 170m","Greenwood Primary 750m, Riverside Primary 1.05 km, Canberra Primary 1.06 km","Sembawang Secondary 730m, Admiralty Secondary 950m, Spectra Secondary 1.03 km","ADMIRALTY PLACE 1.02 km, Sun Plaza 1.13 km, WOODLANDS MART 1.4 km",Fully Furnished,NA,NA,103.808573,1.4424615,No
